pz 5
bT 0
component real
nstates 2
normalization_mode mode3
lattice_spacing_fm 7.6000000000e-02
zstep_fm 1.0000000000e-02
interpolation_kind cubic
x	q_mean	q_err	q_p16	q_p84
-2.6000000000e-01	2.0891441770e-01	1.5021427719e-03	2.0741227492e-01	2.1041656047e-01
-2.5000000000e-01	2.1559444852e-01	1.5267487322e-03	2.1406769979e-01	2.1712119725e-01
-2.4000000000e-01	2.2246298172e-01	1.5456180843e-03	2.2091736363e-01	2.2400859980e-01
-2.3000000000e-01	2.2953508913e-01	1.5034038469e-03	2.2803168528e-01	2.3103849298e-01
-2.2000000000e-01	2.3679081930e-01	1.5454436116e-03	2.3524537569e-01	2.3833626292e-01
-2.1000000000e-01	2.4420335937e-01	1.5847823413e-03	2.4261857703e-01	2.4578814171e-01
-2.0000000000e-01	2.5186825532e-01	1.5830959489e-03	2.5028515937e-01	2.5345135127e-01
-1.9000000000e-01	2.5969574695e-01	1.5837028812e-03	2.5811204407e-01	2.6127944983e-01
-1.8000000000e-01	2.6767687656e-01	1.5744737485e-03	2.6610240281e-01	2.6925135031e-01
-1.7000000000e-01	2.7582882312e-01	1.5319935505e-03	2.7429682957e-01	2.7736081667e-01
-1.6000000000e-01	2.8418298668e-01	1.5644818062e-03	2.8261850487e-01	2.8574746848e-01
-1.5000000000e-01	2.9270097921e-01	1.6080395395e-03	2.9109293967e-01	2.9430901875e-01
-1.4000000000e-01	3.0141136249e-01	1.6184048657e-03	2.9979295762e-01	3.0302976735e-01
-1.3000000000e-01	3.1027810998e-01	1.6541851867e-03	3.0862392480e-01	3.1193229517e-01
-1.2000000000e-01	3.1937304111e-01	1.6965366536e-03	3.1767650445e-01	3.2106957776e-01
-1.1000000000e-01	3.2863968667e-01	1.7896486456e-03	3.2685003803e-01	3.3042933532e-01
-1.0000000000e-01	3.3799364856e-01	1.7551155530e-03	3.3623853301e-01	3.3974876411e-01
-9.0000000000e-02	3.4751023212e-01	1.7362893413e-03	3.4577394278e-01	3.4924652146e-01
-8.0000000000e-02	3.5711469565e-01	1.7369235508e-03	3.5537777210e-01	3.5885161920e-01
-7.0000000000e-02	3.6685093458e-01	1.7788397568e-03	3.6507209482e-01	3.6862977433e-01
-6.0000000000e-02	3.7672112121e-01	1.8228722432e-03	3.7489824897e-01	3.7854399345e-01
-5.0000000000e-02	3.8670599418e-01	1.8554841966e-03	3.8485050998e-01	3.8856147837e-01
-4.0000000000e-02	3.9676670924e-01	1.8643374079e-03	3.9490237183e-01	3.9863104665e-01
-3.0000000000e-02	4.0696521306e-01	1.9362174415e-03	4.0502899562e-01	4.0890143051e-01
-2.0000000000e-02	4.1724482531e-01	1.9959638979e-03	4.1524886141e-01	4.1924078921e-01
-1.0000000000e-02	4.2761752893e-01	2.0308234311e-03	4.2558670549e-01	4.2964835236e-01
0.0000000000e+00	4.3802273576e-01	2.0693523967e-03	4.3595338336e-01	4.4009208815e-01
1.0000000000e-02	4.4845103930e-01	2.1206036444e-03	4.4633043566e-01	4.5057164295e-01
2.0000000000e-02	4.5887769195e-01	2.1425991213e-03	4.5673509283e-01	4.6102029108e-01
3.0000000000e-02	4.6930343918e-01	2.1339761299e-03	4.6716946305e-01	4.7143741531e-01
4.0000000000e-02	4.7971226681e-01	2.1895497304e-03	4.7752271708e-01	4.8190181655e-01
5.0000000000e-02	4.9017771921e-01	2.1933095432e-03	4.8798440967e-01	4.9237102876e-01
6.0000000000e-02	5.0065165078e-01	2.2072043036e-03	4.9844444647e-01	5.0285885508e-01
7.0000000000e-02	5.1107705773e-01	2.1975150637e-03	5.0887954267e-01	5.1327457279e-01
8.0000000000e-02	5.2143678881e-01	2.2503091765e-03	5.1918647964e-01	5.2368709799e-01
9.0000000000e-02	5.3172642376e-01	2.2782713963e-03	5.2944815236e-01	5.3400469515e-01
1.0000000000e-01	5.4197610962e-01	2.2946275675e-03	5.3968148205e-01	5.4427073718e-01
1.1000000000e-01	5.5211721837e-01	2.2566297293e-03	5.4986058864e-01	5.5437384810e-01
1.2000000000e-01	5.6220514365e-01	2.2061724040e-03	5.5999897124e-01	5.6441131605e-01
1.3000000000e-01	5.7217877670e-01	2.1615201171e-03	5.7001725658e-01	5.7434029682e-01
1.4000000000e-01	5.8209359499e-01	2.1308940014e-03	5.7996270099e-01	5.8422448899e-01
1.5000000000e-01	5.9184159354e-01	1.9802717334e-03	5.8986132180e-01	5.9382186527e-01
1.6000000000e-01	6.0153287034e-01	1.8958468952e-03	5.9963702344e-01	6.0342871723e-01
1.7000000000e-01	6.1100360471e-01	1.8219085345e-03	6.0918169618e-01	6.1282551325e-01
1.8000000000e-01	6.2032124326e-01	1.7520829813e-03	6.1856916027e-01	6.2207332624e-01
1.9000000000e-01	6.2950570050e-01	1.6451130824e-03	6.2786058742e-01	6.3115081358e-01
2.0000000000e-01	6.3852141825e-01	1.5976913100e-03	6.3692372694e-01	6.4011910956e-01
2.1000000000e-01	6.4737136781e-01	1.5779508451e-03	6.4579341696e-01	6.4894931865e-01
2.2000000000e-01	6.5601470571e-01	1.5707880081e-03	6.5444391770e-01	6.5758549372e-01
2.3000000000e-01	6.6438192393e-01	1.6232739151e-03	6.6275865002e-01	6.6600519785e-01
2.4000000000e-01	6.7249236723e-01	1.6497790606e-03	6.7084258817e-01	6.7414214629e-01
2.5000000000e-01	6.8048644429e-01	1.7362526945e-03	6.7875019159e-01	6.8222269698e-01
2.6000000000e-01	6.8803205752e-01	1.8684450883e-03	6.8616361243e-01	6.8990050261e-01
2.7000000000e-01	6.9544238912e-01	1.9061026853e-03	6.9353628644e-01	6.9734849181e-01
2.8000000000e-01	7.0261137447e-01	2.0009998915e-03	7.0061037457e-01	7.0461237436e-01
2.9000000000e-01	7.0943504663e-01	2.2490788286e-03	7.0718596780e-01	7.1168412546e-01
3.0000000000e-01	7.1610387557e-01	2.4106074228e-03	7.1369326814e-01	7.1851448299e-01
3.1000000000e-01	7.2249213560e-01	2.4721296046e-03	7.2002000599e-01	7.2496426520e-01
3.2000000000e-01	7.2859677072e-01	2.5577954888e-03	7.2603897523e-01	7.3115456621e-01
3.3000000000e-01	7.3440474169e-01	2.7696974408e-03	7.3163504424e-01	7.3717443913e-01
3.4000000000e-01	7.3997869899e-01	2.9186466013e-03	7.3706005239e-01	7.4289734559e-01
3.5000000000e-01	7.4516177723e-01	3.0594827993e-03	7.4210229443e-01	7.4822126003e-01
3.6000000000e-01	7.5006646487e-01	3.2021370906e-03	7.4686432778e-01	7.5326860196e-01
3.7000000000e-01	7.5467103859e-01	3.2855287393e-03	7.5138550985e-01	7.5795656733e-01
3.8000000000e-01	7.5892397416e-01	3.4285915914e-03	7.5549538257e-01	7.6235256575e-01
3.9000000000e-01	7.6277740915e-01	3.6390076290e-03	7.5913840152e-01	7.6641641678e-01
4.0000000000e-01	7.6635805661e-01	3.7480906816e-03	7.6260996593e-01	7.7010614729e-01
4.1000000000e-01	7.6962492662e-01	3.8639783425e-03	7.6576094828e-01	7.7348890496e-01
4.2000000000e-01	7.7254625838e-01	3.9641788868e-03	7.6858207949e-01	7.7651043727e-01
4.3000000000e-01	7.7514291993e-01	4.0525195138e-03	7.7109040041e-01	7.7919543944e-01
4.4000000000e-01	7.7740716864e-01	4.1214438233e-03	7.7328572482e-01	7.8152861246e-01
4.5000000000e-01	7.7930790643e-01	4.1994059885e-03	7.7510850045e-01	7.8350731242e-01
4.6000000000e-01	7.8086187477e-01	4.2674266951e-03	7.7659444807e-01	7.8512930146e-01
4.7000000000e-01	7.8207717821e-01	4.3155699639e-03	7.7776160825e-01	7.8639274818e-01
4.8000000000e-01	7.8294674795e-01	4.3494799306e-03	7.7859726802e-01	7.8729622788e-01
4.9000000000e-01	7.8346852205e-01	4.3695939112e-03	7.7909892814e-01	7.8783811596e-01
5.0000000000e-01	7.8364204433e-01	4.3758521592e-03	7.7926619217e-01	7.8801789649e-01
5.1000000000e-01	7.8346852205e-01	4.3695939112e-03	7.7909892814e-01	7.8783811596e-01
5.2000000000e-01	7.8294674795e-01	4.3494799306e-03	7.7859726802e-01	7.8729622788e-01
5.3000000000e-01	7.8207717821e-01	4.3155699639e-03	7.7776160825e-01	7.8639274818e-01
5.4000000000e-01	7.8086187477e-01	4.2674266951e-03	7.7659444807e-01	7.8512930146e-01
5.5000000000e-01	7.7930790643e-01	4.1994059885e-03	7.7510850045e-01	7.8350731242e-01
5.6000000000e-01	7.7740716864e-01	4.1214438233e-03	7.7328572482e-01	7.8152861246e-01
5.7000000000e-01	7.7514291993e-01	4.0525195138e-03	7.7109040041e-01	7.7919543944e-01
5.8000000000e-01	7.7254625838e-01	3.9641788868e-03	7.6858207949e-01	7.7651043727e-01
5.9000000000e-01	7.6962492662e-01	3.8639783425e-03	7.6576094828e-01	7.7348890496e-01
6.0000000000e-01	7.6635805661e-01	3.7480906816e-03	7.6260996593e-01	7.7010614729e-01
6.1000000000e-01	7.6277740915e-01	3.6390076290e-03	7.5913840152e-01	7.6641641678e-01
6.2000000000e-01	7.5892397416e-01	3.4285915914e-03	7.5549538257e-01	7.6235256575e-01
6.3000000000e-01	7.5467103859e-01	3.2855287393e-03	7.5138550985e-01	7.5795656733e-01
6.4000000000e-01	7.5006646487e-01	3.2021370906e-03	7.4686432778e-01	7.5326860196e-01
6.5000000000e-01	7.4516177723e-01	3.0594827993e-03	7.4210229443e-01	7.4822126003e-01
6.6000000000e-01	7.3997869899e-01	2.9186466013e-03	7.3706005239e-01	7.4289734559e-01
6.7000000000e-01	7.3440474169e-01	2.7696974408e-03	7.3163504424e-01	7.3717443913e-01
6.8000000000e-01	7.2859677072e-01	2.5577954888e-03	7.2603897523e-01	7.3115456621e-01
6.9000000000e-01	7.2249213560e-01	2.4721296046e-03	7.2002000599e-01	7.2496426520e-01
7.0000000000e-01	7.1610387557e-01	2.4106074228e-03	7.1369326814e-01	7.1851448299e-01
7.1000000000e-01	7.0943504663e-01	2.2490788286e-03	7.0718596780e-01	7.1168412546e-01
7.2000000000e-01	7.0261137447e-01	2.0009998915e-03	7.0061037457e-01	7.0461237436e-01
7.3000000000e-01	6.9544238912e-01	1.9061026853e-03	6.9353628644e-01	6.9734849181e-01
7.4000000000e-01	6.8803205752e-01	1.8684450883e-03	6.8616361243e-01	6.8990050261e-01
7.5000000000e-01	6.8048644429e-01	1.7362526945e-03	6.7875019159e-01	6.8222269698e-01
7.6000000000e-01	6.7249236723e-01	1.6497790606e-03	6.7084258817e-01	6.7414214629e-01
7.7000000000e-01	6.6438192393e-01	1.6232739151e-03	6.6275865002e-01	6.6600519785e-01
7.8000000000e-01	6.5601470571e-01	1.5707880081e-03	6.5444391770e-01	6.5758549372e-01
7.9000000000e-01	6.4737136781e-01	1.5779508451e-03	6.4579341696e-01	6.4894931865e-01
8.0000000000e-01	6.3852141825e-01	1.5976913100e-03	6.3692372694e-01	6.4011910956e-01
8.1000000000e-01	6.2950570050e-01	1.6451130824e-03	6.2786058742e-01	6.3115081358e-01
8.2000000000e-01	6.2032124326e-01	1.7520829813e-03	6.1856916027e-01	6.2207332624e-01
8.3000000000e-01	6.1100360471e-01	1.8219085345e-03	6.0918169618e-01	6.1282551325e-01
8.4000000000e-01	6.0153287034e-01	1.8958468952e-03	5.9963702344e-01	6.0342871723e-01
8.5000000000e-01	5.9184159354e-01	1.9802717334e-03	5.8986132180e-01	5.9382186527e-01
8.6000000000e-01	5.8209359499e-01	2.1308940014e-03	5.7996270099e-01	5.8422448899e-01
8.7000000000e-01	5.7217877670e-01	2.1615201171e-03	5.7001725658e-01	5.7434029682e-01
8.8000000000e-01	5.6220514365e-01	2.2061724040e-03	5.5999897124e-01	5.6441131605e-01
8.9000000000e-01	5.5211721837e-01	2.2566297293e-03	5.4986058864e-01	5.5437384810e-01
9.0000000000e-01	5.4197610962e-01	2.2946275675e-03	5.3968148205e-01	5.4427073718e-01
9.1000000000e-01	5.3172642376e-01	2.2782713963e-03	5.2944815236e-01	5.3400469515e-01
9.2000000000e-01	5.2143678881e-01	2.2503091765e-03	5.1918647964e-01	5.2368709799e-01
9.3000000000e-01	5.1107705773e-01	2.1975150637e-03	5.0887954267e-01	5.1327457279e-01
9.4000000000e-01	5.0065165078e-01	2.2072043036e-03	4.9844444647e-01	5.0285885508e-01
9.5000000000e-01	4.9017771921e-01	2.1933095432e-03	4.8798440967e-01	4.9237102876e-01
9.6000000000e-01	4.7971226681e-01	2.1895497304e-03	4.7752271708e-01	4.8190181655e-01
9.7000000000e-01	4.6930343918e-01	2.1339761299e-03	4.6716946305e-01	4.7143741531e-01
9.8000000000e-01	4.5887769195e-01	2.1425991213e-03	4.5673509283e-01	4.6102029108e-01
9.9000000000e-01	4.4845103930e-01	2.1206036444e-03	4.4633043566e-01	4.5057164295e-01
1.0000000000e+00	4.3802273576e-01	2.0693523967e-03	4.3595338336e-01	4.4009208815e-01
1.0100000000e+00	4.2761752893e-01	2.0308234311e-03	4.2558670549e-01	4.2964835236e-01
1.0200000000e+00	4.1724482531e-01	1.9959638979e-03	4.1524886141e-01	4.1924078921e-01
1.0300000000e+00	4.0696521306e-01	1.9362174415e-03	4.0502899562e-01	4.0890143051e-01
1.0400000000e+00	3.9676670924e-01	1.8643374079e-03	3.9490237183e-01	3.9863104665e-01
1.0500000000e+00	3.8670599418e-01	1.8554841966e-03	3.8485050998e-01	3.8856147837e-01
1.0600000000e+00	3.7672112121e-01	1.8228722432e-03	3.7489824897e-01	3.7854399345e-01
1.0700000000e+00	3.6685093458e-01	1.7788397568e-03	3.6507209482e-01	3.6862977433e-01
1.0800000000e+00	3.5711469565e-01	1.7369235508e-03	3.5537777210e-01	3.5885161920e-01
1.0900000000e+00	3.4751023212e-01	1.7362893413e-03	3.4577394278e-01	3.4924652146e-01
1.1000000000e+00	3.3799364856e-01	1.7551155530e-03	3.3623853301e-01	3.3974876411e-01
1.1100000000e+00	3.2863968667e-01	1.7896486456e-03	3.2685003803e-01	3.3042933532e-01
1.1200000000e+00	3.1937304111e-01	1.6965366536e-03	3.1767650445e-01	3.2106957776e-01
1.1300000000e+00	3.1027810998e-01	1.6541851867e-03	3.0862392480e-01	3.1193229517e-01
1.1400000000e+00	3.0141136249e-01	1.6184048657e-03	2.9979295762e-01	3.0302976735e-01
1.1500000000e+00	2.9270097921e-01	1.6080395395e-03	2.9109293967e-01	2.9430901875e-01
1.1600000000e+00	2.8418298668e-01	1.5644818062e-03	2.8261850487e-01	2.8574746848e-01
1.1700000000e+00	2.7582882312e-01	1.5319935505e-03	2.7429682957e-01	2.7736081667e-01
1.1800000000e+00	2.6767687656e-01	1.5744737485e-03	2.6610240281e-01	2.6925135031e-01
1.1900000000e+00	2.5969574695e-01	1.5837028812e-03	2.5811204407e-01	2.6127944983e-01
1.2000000000e+00	2.5186825532e-01	1.5830959489e-03	2.5028515937e-01	2.5345135127e-01
1.2100000000e+00	2.4420335937e-01	1.5847823413e-03	2.4261857703e-01	2.4578814171e-01
1.2200000000e+00	2.3679081930e-01	1.5454436116e-03	2.3524537569e-01	2.3833626292e-01
1.2300000000e+00	2.2953508913e-01	1.5034038469e-03	2.2803168528e-01	2.3103849298e-01
1.2400000000e+00	2.2246298172e-01	1.5456180843e-03	2.2091736363e-01	2.2400859980e-01
1.2500000000e+00	2.1559444852e-01	1.5267487322e-03	2.1406769979e-01	2.1712119725e-01
1.2600000000e+00	2.0891441770e-01	1.5021427719e-03	2.0741227492e-01	2.1041656047e-01
1.2700000000e+00	2.0244641991e-01	1.4721262239e-03	2.0097429368e-01	2.0391854613e-01
1.2800000000e+00	1.9618039129e-01	1.4248013804e-03	1.9475558991e-01	1.9760519267e-01
1.2900000000e+00	1.9014851016e-01	1.4399110682e-03	1.8870859910e-01	1.9158842123e-01
1.3000000000e+00	1.8429948336e-01	1.4265301113e-03	1.8287295325e-01	1.8572601347e-01
1.3100000000e+00	1.7862633558e-01	1.3927273171e-03	1.7723360826e-01	1.8001906289e-01
1.3200000000e+00	1.7309900182e-01	1.3589573570e-03	1.7174004447e-01	1.7445795918e-01
1.3300000000e+00	1.6780964071e-01	1.3574688375e-03	1.6645217187e-01	1.6916710955e-01
1.3400000000e+00	1.6268881066e-01	1.3310443310e-03	1.6135776633e-01	1.6401985499e-01
1.3500000000e+00	1.5776107217e-01	1.3104629492e-03	1.5645060922e-01	1.5907153512e-01
1.3600000000e+00	1.5298056722e-01	1.2563042749e-03	1.5172426295e-01	1.5423687150e-01
1.3700000000e+00	1.4837759998e-01	1.2299960810e-03	1.4714760390e-01	1.4960759606e-01
1.3800000000e+00	1.4389218856e-01	1.1495427637e-03	1.4274264579e-01	1.4504173132e-01
1.3900000000e+00	1.3962421732e-01	1.1144315338e-03	1.3850978579e-01	1.4073864886e-01
1.4000000000e+00	1.3551844340e-01	1.1277465320e-03	1.3439069687e-01	1.3664618993e-01
1.4100000000e+00	1.3160207415e-01	1.1076245726e-03	1.3049444958e-01	1.3270969873e-01
1.4200000000e+00	1.2778395144e-01	1.0781650298e-03	1.2670578641e-01	1.2886211647e-01
1.4300000000e+00	1.2410049462e-01	1.0172660919e-03	1.2308322853e-01	1.2511776072e-01
1.4400000000e+00	1.2057453176e-01	1.0142918276e-03	1.1956023994e-01	1.2158882359e-01
1.4500000000e+00	1.1715818600e-01	9.5119121271e-04	1.1620699479e-01	1.1810937722e-01
1.4600000000e+00	1.1386245020e-01	9.1581812945e-04	1.1294663207e-01	1.1477826833e-01
1.4700000000e+00	1.1070302135e-01	9.1097480338e-04	1.0979204655e-01	1.1161399615e-01
1.4800000000e+00	1.0766142083e-01	8.8442060310e-04	1.0677700023e-01	1.0854584144e-01
1.4900000000e+00	1.0472674565e-01	8.8584706223e-04	1.0384089859e-01	1.0561259271e-01
1.5000000000e+00	1.0188389834e-01	8.9381097091e-04	1.0099008737e-01	1.0277770931e-01
