pz 6
bT 0
component real
nstates 2
normalization_mode mode3
lattice_spacing_fm 7.6000000000e-02
zstep_fm 1.0000000000e-02
interpolation_kind cubic
x	q_mean	q_err	q_p16	q_p84
-1.3000000000e-01	2.9586558501e-01	2.5302008443e-03	2.9333538417e-01	2.9839578586e-01
-1.2000000000e-01	3.0643462876e-01	2.5160909031e-03	3.0391853785e-01	3.0895071966e-01
-1.1000000000e-01	3.1729582345e-01	2.4521772267e-03	3.1484364623e-01	3.1974800068e-01
-1.0000000000e-01	3.2843394408e-01	2.4312824208e-03	3.2600266166e-01	3.3086522650e-01
-9.0000000000e-02	3.3980328224e-01	2.3478051810e-03	3.3745547706e-01	3.4215108742e-01
-8.0000000000e-02	3.5139576689e-01	2.2899061675e-03	3.4910586072e-01	3.5368567306e-01
-7.0000000000e-02	3.6320628753e-01	2.2945149477e-03	3.6091177258e-01	3.6550080248e-01
-6.0000000000e-02	3.7520366778e-01	2.1875895383e-03	3.7301607824e-01	3.7739125732e-01
-5.0000000000e-02	3.8733327672e-01	2.1436806799e-03	3.8518959604e-01	3.8947695740e-01
-4.0000000000e-02	3.9972058314e-01	2.1690111030e-03	3.9755157204e-01	4.0188959425e-01
-3.0000000000e-02	4.1213668570e-01	2.0914895053e-03	4.1004519619e-01	4.1422817520e-01
-2.0000000000e-02	4.2473120068e-01	2.0081275683e-03	4.2272307311e-01	4.2673932825e-01
-1.0000000000e-02	4.3735418588e-01	1.9005664496e-03	4.3545361943e-01	4.3925475233e-01
0.0000000000e+00	4.5013637670e-01	1.8526160106e-03	4.4828376069e-01	4.5198899271e-01
1.0000000000e-02	4.6291022741e-01	1.8222167947e-03	4.6108801062e-01	4.6473244421e-01
2.0000000000e-02	4.7577854258e-01	1.8027388694e-03	4.7397580371e-01	4.7758128145e-01
3.0000000000e-02	4.8872286556e-01	1.8240575301e-03	4.8689880803e-01	4.9054692309e-01
4.0000000000e-02	5.0153356697e-01	1.8732321850e-03	4.9966033479e-01	5.0340679916e-01
5.0000000000e-02	5.1443658103e-01	1.9461402306e-03	5.1249044080e-01	5.1638272126e-01
6.0000000000e-02	5.2722068502e-01	2.0707903173e-03	5.2514989470e-01	5.2929147533e-01
7.0000000000e-02	5.3999870321e-01	2.1789593032e-03	5.3781974391e-01	5.4217766252e-01
8.0000000000e-02	5.5252017359e-01	2.3382585026e-03	5.5018191509e-01	5.5485843209e-01
9.0000000000e-02	5.6496918960e-01	2.4621858890e-03	5.6250700371e-01	5.6743137549e-01
1.0000000000e-01	5.7725866383e-01	2.5477983616e-03	5.7471086547e-01	5.7980646219e-01
1.1000000000e-01	5.8936644068e-01	2.6348191778e-03	5.8673162150e-01	5.9200125986e-01
1.2000000000e-01	6.0128966363e-01	2.7192910564e-03	5.9857037257e-01	6.0400895468e-01
1.3000000000e-01	6.1307171902e-01	2.7017625316e-03	6.1036995649e-01	6.1577348155e-01
1.4000000000e-01	6.2449701676e-01	2.7674455702e-03	6.2172957119e-01	6.2726446233e-01
1.5000000000e-01	6.3568633115e-01	2.8476226411e-03	6.3283870851e-01	6.3853395379e-01
1.6000000000e-01	6.4667069901e-01	2.9354543403e-03	6.4373524467e-01	6.4960615335e-01
1.7000000000e-01	6.5736548797e-01	3.0186619122e-03	6.5434682606e-01	6.6038414988e-01
1.8000000000e-01	6.6781939756e-01	3.0305436278e-03	6.6478885393e-01	6.7084994118e-01
1.9000000000e-01	6.7796775589e-01	2.9521383111e-03	6.7501561758e-01	6.8091989420e-01
2.0000000000e-01	6.8789436023e-01	2.8759691418e-03	6.8501839109e-01	6.9077032937e-01
2.1000000000e-01	6.9745447192e-01	2.8396537808e-03	6.9461481814e-01	7.0029412570e-01
2.2000000000e-01	7.0656496092e-01	2.9410025231e-03	7.0362395840e-01	7.0950596344e-01
2.3000000000e-01	7.1536434718e-01	2.9497402795e-03	7.1241460690e-01	7.1831408745e-01
2.4000000000e-01	7.2383255933e-01	2.8053345976e-03	7.2102722473e-01	7.2663789392e-01
2.5000000000e-01	7.3182856797e-01	2.6629315342e-03	7.2916563643e-01	7.3449149950e-01
2.6000000000e-01	7.3951351340e-01	2.6487298944e-03	7.3686478350e-01	7.4216224329e-01
2.7000000000e-01	7.4696888170e-01	2.6019017339e-03	7.4436697997e-01	7.4957078344e-01
2.8000000000e-01	7.5404624932e-01	2.6490742034e-03	7.5139717512e-01	7.5669532353e-01
2.9000000000e-01	7.6071890165e-01	2.6570260256e-03	7.5806187562e-01	7.6337592768e-01
3.0000000000e-01	7.6693852066e-01	2.5796779570e-03	7.6435884270e-01	7.6951819862e-01
3.1000000000e-01	7.7296562798e-01	2.6533559155e-03	7.7031227207e-01	7.7561898390e-01
3.2000000000e-01	7.7861658352e-01	2.6947771696e-03	7.7592180635e-01	7.8131136069e-01
3.3000000000e-01	7.8384484212e-01	2.9676098783e-03	7.8087723225e-01	7.8681245200e-01
3.4000000000e-01	7.8878711227e-01	3.1592010928e-03	7.8562791118e-01	7.9194631336e-01
3.5000000000e-01	7.9337765561e-01	3.2703003135e-03	7.9010735530e-01	7.9664795593e-01
3.6000000000e-01	7.9764952197e-01	3.4640007308e-03	7.9418552124e-01	8.0111352270e-01
3.7000000000e-01	8.0138542266e-01	3.6354048204e-03	7.9775001784e-01	8.0502082748e-01
3.8000000000e-01	8.0502818172e-01	3.7767052556e-03	8.0125147646e-01	8.0880488697e-01
3.9000000000e-01	8.0830207812e-01	3.8264452109e-03	8.0447563291e-01	8.1212852333e-01
4.0000000000e-01	8.1129493585e-01	3.9242664603e-03	8.0737066939e-01	8.1521920231e-01
4.1000000000e-01	8.1388909731e-01	4.0118152942e-03	8.0987728202e-01	8.1790091260e-01
4.2000000000e-01	8.1619993511e-01	4.1258734379e-03	8.1207406167e-01	8.2032580855e-01
4.3000000000e-01	8.1830028231e-01	4.3187985195e-03	8.1398148379e-01	8.2261908083e-01
4.4000000000e-01	8.2018795972e-01	4.4801008017e-03	8.1570785892e-01	8.2466806053e-01
4.5000000000e-01	8.2169528712e-01	4.5730817351e-03	8.1712220538e-01	8.2626836885e-01
4.6000000000e-01	8.2292856629e-01	4.6532815636e-03	8.1827528473e-01	8.2758184785e-01
4.7000000000e-01	8.2386716755e-01	4.7357237661e-03	8.1913144378e-01	8.2860289131e-01
4.8000000000e-01	8.2453930418e-01	4.7912687872e-03	8.1974803539e-01	8.2933057297e-01
4.9000000000e-01	8.2494271148e-01	4.8238107997e-03	8.2011890068e-01	8.2976652228e-01
5.0000000000e-01	8.2507843842e-01	4.8360794909e-03	8.2024235893e-01	8.2991451791e-01
5.1000000000e-01	8.2494271148e-01	4.8238107997e-03	8.2011890068e-01	8.2976652228e-01
5.2000000000e-01	8.2453930418e-01	4.7912687872e-03	8.1974803539e-01	8.2933057297e-01
5.3000000000e-01	8.2386716755e-01	4.7357237661e-03	8.1913144378e-01	8.2860289131e-01
5.4000000000e-01	8.2292856629e-01	4.6532815636e-03	8.1827528473e-01	8.2758184785e-01
5.5000000000e-01	8.2169528712e-01	4.5730817351e-03	8.1712220538e-01	8.2626836885e-01
5.6000000000e-01	8.2018795972e-01	4.4801008017e-03	8.1570785892e-01	8.2466806053e-01
5.7000000000e-01	8.1830028231e-01	4.3187985195e-03	8.1398148379e-01	8.2261908083e-01
5.8000000000e-01	8.1619993511e-01	4.1258734379e-03	8.1207406167e-01	8.2032580855e-01
5.9000000000e-01	8.1388909731e-01	4.0118152942e-03	8.0987728202e-01	8.1790091260e-01
6.0000000000e-01	8.1129493585e-01	3.9242664603e-03	8.0737066939e-01	8.1521920231e-01
6.1000000000e-01	8.0830207812e-01	3.8264452109e-03	8.0447563291e-01	8.1212852333e-01
6.2000000000e-01	8.0502818172e-01	3.7767052556e-03	8.0125147646e-01	8.0880488697e-01
6.3000000000e-01	8.0138542266e-01	3.6354048204e-03	7.9775001784e-01	8.0502082748e-01
6.4000000000e-01	7.9764952197e-01	3.4640007308e-03	7.9418552124e-01	8.0111352270e-01
6.5000000000e-01	7.9337765561e-01	3.2703003135e-03	7.9010735530e-01	7.9664795593e-01
6.6000000000e-01	7.8878711227e-01	3.1592010928e-03	7.8562791118e-01	7.9194631336e-01
6.7000000000e-01	7.8384484212e-01	2.9676098783e-03	7.8087723225e-01	7.8681245200e-01
6.8000000000e-01	7.7861658352e-01	2.6947771696e-03	7.7592180635e-01	7.8131136069e-01
6.9000000000e-01	7.7296562798e-01	2.6533559155e-03	7.7031227207e-01	7.7561898390e-01
7.0000000000e-01	7.6693852066e-01	2.5796779570e-03	7.6435884270e-01	7.6951819862e-01
7.1000000000e-01	7.6071890165e-01	2.6570260256e-03	7.5806187562e-01	7.6337592768e-01
7.2000000000e-01	7.5404624932e-01	2.6490742034e-03	7.5139717512e-01	7.5669532353e-01
7.3000000000e-01	7.4696888170e-01	2.6019017339e-03	7.4436697997e-01	7.4957078344e-01
7.4000000000e-01	7.3951351340e-01	2.6487298944e-03	7.3686478350e-01	7.4216224329e-01
7.5000000000e-01	7.3182856797e-01	2.6629315342e-03	7.2916563643e-01	7.3449149950e-01
7.6000000000e-01	7.2383255933e-01	2.8053345976e-03	7.2102722473e-01	7.2663789392e-01
7.7000000000e-01	7.1536434718e-01	2.9497402795e-03	7.1241460690e-01	7.1831408745e-01
7.8000000000e-01	7.0656496092e-01	2.9410025231e-03	7.0362395840e-01	7.0950596344e-01
7.9000000000e-01	6.9745447192e-01	2.8396537808e-03	6.9461481814e-01	7.0029412570e-01
8.0000000000e-01	6.8789436023e-01	2.8759691418e-03	6.8501839109e-01	6.9077032937e-01
8.1000000000e-01	6.7796775589e-01	2.9521383111e-03	6.7501561758e-01	6.8091989420e-01
8.2000000000e-01	6.6781939756e-01	3.0305436278e-03	6.6478885393e-01	6.7084994118e-01
8.3000000000e-01	6.5736548797e-01	3.0186619122e-03	6.5434682606e-01	6.6038414988e-01
8.4000000000e-01	6.4667069901e-01	2.9354543403e-03	6.4373524467e-01	6.4960615335e-01
8.5000000000e-01	6.3568633115e-01	2.8476226411e-03	6.3283870851e-01	6.3853395379e-01
8.6000000000e-01	6.2449701676e-01	2.7674455702e-03	6.2172957119e-01	6.2726446233e-01
8.7000000000e-01	6.1307171902e-01	2.7017625316e-03	6.1036995649e-01	6.1577348155e-01
8.8000000000e-01	6.0128966363e-01	2.7192910564e-03	5.9857037257e-01	6.0400895468e-01
8.9000000000e-01	5.8936644068e-01	2.6348191778e-03	5.8673162150e-01	5.9200125986e-01
9.0000000000e-01	5.7725866383e-01	2.5477983616e-03	5.7471086547e-01	5.7980646219e-01
9.1000000000e-01	5.6496918960e-01	2.4621858890e-03	5.6250700371e-01	5.6743137549e-01
9.2000000000e-01	5.5252017359e-01	2.3382585026e-03	5.5018191509e-01	5.5485843209e-01
9.3000000000e-01	5.3999870321e-01	2.1789593032e-03	5.3781974391e-01	5.4217766252e-01
9.4000000000e-01	5.2722068502e-01	2.0707903173e-03	5.2514989470e-01	5.2929147533e-01
9.5000000000e-01	5.1443658103e-01	1.9461402306e-03	5.1249044080e-01	5.1638272126e-01
9.6000000000e-01	5.0153356697e-01	1.8732321850e-03	4.9966033479e-01	5.0340679916e-01
9.7000000000e-01	4.8872286556e-01	1.8240575301e-03	4.8689880803e-01	4.9054692309e-01
9.8000000000e-01	4.7577854258e-01	1.8027388694e-03	4.7397580371e-01	4.7758128145e-01
9.9000000000e-01	4.6291022741e-01	1.8222167947e-03	4.6108801062e-01	4.6473244421e-01
1.0000000000e+00	4.5013637670e-01	1.8526160106e-03	4.4828376069e-01	4.5198899271e-01
1.0100000000e+00	4.3735418588e-01	1.9005664496e-03	4.3545361943e-01	4.3925475233e-01
1.0200000000e+00	4.2473120068e-01	2.0081275683e-03	4.2272307311e-01	4.2673932825e-01
1.0300000000e+00	4.1213668570e-01	2.0914895053e-03	4.1004519619e-01	4.1422817520e-01
1.0400000000e+00	3.9972058314e-01	2.1690111030e-03	3.9755157204e-01	4.0188959425e-01
1.0500000000e+00	3.8733327672e-01	2.1436806799e-03	3.8518959604e-01	3.8947695740e-01
1.0600000000e+00	3.7520366778e-01	2.1875895383e-03	3.7301607824e-01	3.7739125732e-01
1.0700000000e+00	3.6320628753e-01	2.2945149477e-03	3.6091177258e-01	3.6550080248e-01
1.0800000000e+00	3.5139576689e-01	2.2899061675e-03	3.4910586072e-01	3.5368567306e-01
1.0900000000e+00	3.3980328224e-01	2.3478051810e-03	3.3745547706e-01	3.4215108742e-01
1.1000000000e+00	3.2843394408e-01	2.4312824208e-03	3.2600266166e-01	3.3086522650e-01
1.1100000000e+00	3.1729582345e-01	2.4521772267e-03	3.1484364623e-01	3.1974800068e-01
1.1200000000e+00	3.0643462876e-01	2.5160909031e-03	3.0391853785e-01	3.0895071966e-01
1.1300000000e+00	2.9586558501e-01	2.5302008443e-03	2.9333538417e-01	2.9839578586e-01
1.1400000000e+00	2.8557637277e-01	2.5397337762e-03	2.8303663900e-01	2.8811610655e-01
1.1500000000e+00	2.7555087909e-01	2.5602169773e-03	2.7299066211e-01	2.7811109607e-01
1.1600000000e+00	2.6580968439e-01	2.5727636320e-03	2.6323692076e-01	2.6838244802e-01
1.1700000000e+00	2.5632014908e-01	2.5781094947e-03	2.5374203958e-01	2.5889825857e-01
1.1800000000e+00	2.4717845340e-01	2.5344947690e-03	2.4464395863e-01	2.4971294816e-01
1.1900000000e+00	2.3831805518e-01	2.4700764312e-03	2.3584797875e-01	2.4078813161e-01
1.2000000000e+00	2.2973649161e-01	2.3742717022e-03	2.2736221990e-01	2.3211076331e-01
1.2100000000e+00	2.2144224111e-01	2.2392372589e-03	2.1920300385e-01	2.2368147837e-01
1.2200000000e+00	2.1347593156e-01	2.1254243108e-03	2.1135050725e-01	2.1560135587e-01
1.2300000000e+00	2.0580060805e-01	1.9945242873e-03	2.0380608377e-01	2.0779513234e-01
1.2400000000e+00	1.9848039366e-01	1.8967461246e-03	1.9658364754e-01	2.0037713978e-01
1.2500000000e+00	1.9141807506e-01	1.7992788515e-03	1.8961879621e-01	1.9321735391e-01
1.2600000000e+00	1.8460138643e-01	1.6958182181e-03	1.8290556822e-01	1.8629720465e-01
1.2700000000e+00	1.7808344037e-01	1.6305479941e-03	1.7645289238e-01	1.7971398837e-01
1.2800000000e+00	1.7178130339e-01	1.5745830375e-03	1.7020672035e-01	1.7335588642e-01
1.2900000000e+00	1.6573267925e-01	1.5532165937e-03	1.6417946266e-01	1.6728589585e-01
1.3000000000e+00	1.5998100856e-01	1.5033041060e-03	1.5847770445e-01	1.6148431266e-01
1.3100000000e+00	1.5444467920e-01	1.4868475456e-03	1.5295783165e-01	1.5593152674e-01
1.3200000000e+00	1.4917556553e-01	1.4503948586e-03	1.4772517067e-01	1.5062596039e-01
1.3300000000e+00	1.4407306052e-01	1.4049396647e-03	1.4266812085e-01	1.4547800018e-01
1.3400000000e+00	1.3919549636e-01	1.3651416520e-03	1.3783035471e-01	1.4056063801e-01
1.3500000000e+00	1.3449786450e-01	1.3084687537e-03	1.3318939575e-01	1.3580633325e-01
1.3600000000e+00	1.3007145398e-01	1.3423768480e-03	1.2872907713e-01	1.3141383083e-01
1.3700000000e+00	1.2583810166e-01	1.3531020480e-03	1.2448499961e-01	1.2719120371e-01
1.3800000000e+00	1.2178259522e-01	1.3962845492e-03	1.2038631067e-01	1.2317887977e-01
1.3900000000e+00	1.1785310356e-01	1.4368006064e-03	1.1641630295e-01	1.1928990417e-01
1.4000000000e+00	1.1407968165e-01	1.3954350170e-03	1.1268424663e-01	1.1547511667e-01
1.4100000000e+00	1.1041554146e-01	1.3750044196e-03	1.0904053705e-01	1.1179054588e-01
1.4200000000e+00	1.0691220048e-01	1.3643585396e-03	1.0554784194e-01	1.0827655902e-01
1.4300000000e+00	1.0349069553e-01	1.3787141894e-03	1.0211198134e-01	1.0486940972e-01
1.4400000000e+00	1.0023276663e-01	1.3637887207e-03	9.8868977906e-02	1.0159655535e-01
1.4500000000e+00	9.7112103224e-02	1.3242740184e-03	9.5787829205e-02	9.8436377242e-02
1.4600000000e+00	9.4102220704e-02	1.3552470371e-03	9.2746973667e-02	9.5457467741e-02
1.4700000000e+00	9.1214701430e-02	1.3487161828e-03	8.9865985248e-02	9.2563417613e-02
1.4800000000e+00	8.8404429554e-02	1.3462069899e-03	8.7058222564e-02	8.9750636544e-02
1.4900000000e+00	8.5720600931e-02	1.3579766322e-03	8.4362624298e-02	8.7078577563e-02
1.5000000000e+00	8.3125621605e-02	1.3383725037e-03	8.1787249101e-02	8.4463994109e-02
